"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"598","Swing",84,"Danny Ocean","Danny Ocean","54+1",46,"Ecuador",0.729,0.616,8,-6.422,1,0.249,0.458,0,0.082,0.532,106.486,155058,4,"2019-03-22"
"599","Old Town Road - Remix",98,"Lil Nas X","Lil Nas X feat. Billy Ray Cyrus","Old Town Road",47,"Ecuador",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"2019-04-05"
"600","MIA (feat. Drake)",87,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",48,"Ecuador",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"601","Dices Que Te Vas",77,"Karol G","Karol G feat. Anuel Aa","OCEAN",49,"Ecuador",0.506,0.287,7,-10.009,1,0.0643,0.861,0,0.605,0.57,147.076,202053,4,"2019-05-03"
"602","I Don't Care (with Justin Bieber)",99,"Ed Sheeran","Ed Sheeran feat. Justin Bieber","I Don't Care (with Justin Bieber)",50,"Ecuador",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"2019-05-10"
"603","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",1,"Costa Rica",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"604","Adan y Eva",86,"Paulo Londra","Paulo Londra","Adan y Eva",2,"Costa Rica",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"605","Desconocidos",85,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",3,"Costa Rica",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"606","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4,"Costa Rica",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"607","MIA (feat. Drake)",87,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",5,"Costa Rica",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"608","Ella Quiere Beber - Remix",52,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",6,"Costa Rica",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"609","Vaina Loca",82,"Ozuna","Ozuna feat. Manuel Turizo","Aura",7,"Costa Rica",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"610","Bubalu",80,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",8,"Costa Rica",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"611","Cuando Te Besé",80,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",9,"Costa Rica",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"612","Puntos Suspensivos",78,"Piso 21","Piso 21","Ubuntu",10,"Costa Rica",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"613","Ni Gucci Ni Prada",79,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",11,"Costa Rica",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"614","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",12,"Costa Rica",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"615","BEBE",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",13,"Costa Rica",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"616","Quiere Beber",44,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",14,"Costa Rica",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"617","Imposible",78,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",15,"Costa Rica",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"618","Adictiva",83,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",16,"Costa Rica",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"619","thank u, next",58,"Ariana Grande","Ariana Grande","thank u, next",17,"Costa Rica",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"620","Ya No Tiene Novio",79,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",18,"Costa Rica",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"621","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",19,"Costa Rica",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"622","Amigos Con Derechos",75,"Reik","Reik feat. Maluma","Amigos Con Derechos",20,"Costa Rica",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"623","Créeme",82,"Karol G","Karol G feat. Maluma","Créeme",21,"Costa Rica",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"624","Culpables",79,"Karol G","Karol G feat. Anuel Aa","Culpables",22,"Costa Rica",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"625","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",23,"Costa Rica",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"626","Sola",77,"Manuel Turizo","Manuel Turizo","Sola",24,"Costa Rica",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"627","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",25,"Costa Rica",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"628","La Player (Bandolera)",78,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",26,"Costa Rica",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"629","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",27,"Costa Rica",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"630","PPP",78,"Kevin Roldan","Kevin Roldan","PPP",28,"Costa Rica",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"631","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)",29,"Costa Rica",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"632","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",30,"Costa Rica",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"633","Déjala que vuelva (feat. Manuel Turizo)",71,"Piso 21","Piso 21 feat. Manuel Turizo","Ubuntu",31,"Costa Rica",0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"2018-05-11"
"634","Sunflower - Spider-Man: Into the Spider-Verse",94,"Post Malone","Post Malone feat. Swae Lee","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",32,"Costa Rica",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"2018-12-14"
"635","Reggaeton",82,"J Balvin","J Balvin","Reggaeton",33,"Costa Rica",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"636","Luz Apaga",75,"Ozuna","Ozuna feat. Lunay feat. Rauw Alejandro feat. Lyanno","Luz Apaga",34,"Costa Rica",0.611,0.791,1,-3.558,1,0.173,0.19,3.02e-06,0.12,0.658,192.07,245000,4,"2018-11-16"
"637","Mala Mía",78,"Maluma","Maluma","Mala Mía",35,"Costa Rica",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"638","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)",36,"Costa Rica",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"639","Nena Maldición (feat. Lenny Tavárez)",73,"Paulo Londra","Paulo Londra feat. Lenny Tavárez","Nena Maldición (feat. Lenny Tavárez)",37,"Costa Rica",0.762,0.631,6,-4.837,1,0.0544,0.178,0,0.146,0.379,118.969,228875,4,"2018-01-30"
"640","Hipócrita",43,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",38,"Costa Rica",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"641","Culpables",74,"Manuel Turizo","Manuel Turizo","Culpables",39,"Costa Rica",0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,233930,4,"2018-07-27"
"642","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE",40,"Costa Rica",0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"643","Happier",91,"Marshmello","Marshmello feat. Bastille","Happier",41,"Costa Rica",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"2018-08-17"
"644","I Like It",86,"Cardi B","Cardi B feat. Bad Bunny feat. J Balvin","Invasion of Privacy",42,"Costa Rica",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,"2018-04-06"
"645","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",43,"Costa Rica",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"646","Shape of You",86,"Ed Sheeran","Ed Sheeran","÷ (Deluxe)",44,"Costa Rica",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4,"2017-03-03"
"647","Me Rehúso",79,"Danny Ocean","Danny Ocean","Me Rehúso",45,"Costa Rica",0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4,"2017-06-16"
"648","Te Amo",76,"Piso 21","Piso 21 feat. Paulo Londra","Te Amo",46,"Costa Rica",0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,201122,4,"2018-03-15"
"649","SICKO MODE",88,"Travis Scott","Travis Scott","ASTROWORLD",47,"Costa Rica",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4,"2018-08-03"
"650","Believer",87,"Imagine Dragons","Imagine Dragons","Evolve",48,"Costa Rica",0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4,"2017-06-23"
"651","Sin Pijama",82,"Becky G","Becky G feat. Natti Natasha","Sin Pijama",49,"Costa Rica",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"2018-04-20"
"652","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",50,"Costa Rica",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"653","Otro Trago",96,"Sech","Sech feat. Darell","Sueños",1,"Colombia",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"654","Soltera - Remix",94,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",2,"Colombia",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"655","Callaita",92,"Bad Bunny","Bad Bunny feat. Tainy","Callaita",3,"Colombia",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,"2019-05-31"
"656","Qué pasó?",46,"J.Beren","J.Beren feat. Nassim","Qué pasó?",4,"Colombia",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"657","Que Mas Pues - Remix",88,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",5,"Colombia",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"658","Blurry",42,"Thespaacedoutslackerz","Thespaacedoutslackerz","Blurry EP",6,"Colombia",0.733,0.58,11,-8.127,0,0.136,0.0453,0.0369,0.091,0.17,105.034,187455,4,"2019-06-07"
"659","Pa Mí - Remix",90,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",7,"Colombia",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"660","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",8,"Colombia",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"661","Let's All Get Down",0,"Mr. White","Mr. White","Let's All Get Down",9,"Colombia",0.756,0.911,7,-6.874,1,0.0935,0.00126,0.761,0.114,0.0622,122.973,173490,4,"2019-06-21"
"662","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",10,"Colombia",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"663","Tal Vez",79,"Paulo Londra","Paulo Londra","Homerun",11,"Colombia",0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899,4,"2019-05-23"
"664","La Boca",84,"Mau y Ricky","Mau y Ricky feat. Camilo","Para Aventuras y Curiosidades",12,"Colombia",0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901,206279,4,"2019-05-03"
"665","11 PM",89,"Maluma","Maluma","11:11",13,"Colombia",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"666","Destino",64,"Greeicy","Greeicy feat. Nacho","Baila",14,"Colombia",0.701,0.767,0,-3.055,1,0.0746,0.0135,7.29e-06,0.0612,0.695,188.085,180480,4,"2019-05-17"
"667","Cuaderno",86,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx",15,"Colombia",0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"668","Solita",79,"Sech","Sech feat. Farruko feat. Zion & Lennox","Sueños",16,"Colombia",0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520,4,"2019-04-19"
"669","Si Se Da",87,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",17,"Colombia",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"670","Con Altura",91,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",18,"Colombia",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"671","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",19,"Colombia",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"672","Amor Genuino",83,"Ozuna","Ozuna","Amor Genuino",20,"Colombia",0.442,0.445,10,-4.071,0,0.0381,0.653,0,0.118,0.423,85.744,179937,4,"2019-06-04"
"673","HP",83,"Maluma","Maluma","11:11",21,"Colombia",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"674","Esclavo de Tus Besos",86,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",22,"Colombia",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"675","Desconocidos",73,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",23,"Colombia",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"676","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",24,"Colombia",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"677","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",25,"Colombia",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"678","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",26,"Colombia",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"679","Adan y Eva",74,"Paulo Londra","Paulo Londra","Homerun",27,"Colombia",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972,4,"2019-05-23"
"680","No Me Conoce - Remix",78,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz",28,"Colombia",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"681","Secreto",89,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",29,"Colombia",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"682","Presiento",70,"Morat","Morat feat. Aitana","Balas Perdidas (Edición Especial)",30,"Colombia",0.711,0.727,2,-3.15,1,0.162,0.168,0,0.296,0.465,180.039,174380,4,"2018-10-25"
"683","Contra La Pared",88,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",31,"Colombia",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"684","Pa Olvidarte (feat. Manuel Turizo) - Remix",81,"ChocQuibTown","ChocQuibTown feat. Zion & Lennox feat. Farruko feat. Manuel Turizo","Pa Olvidarte (feat. Manuel Turizo) [Remix]",32,"Colombia",0.724,0.791,7,-5.411,1,0.169,0.0441,6.55e-06,0.239,0.856,176.011,256418,4,"2019-02-01"
"685","bad guy",100,"Billie Eilish","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",33,"Colombia",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"2019-03-29"
"686","No Te Vayas",77,"Camilo","Camilo","No Te Vayas",34,"Colombia",0.766,0.721,6,-4.46,0,0.0738,0.0527,0,0.128,0.81,92.001,201227,4,"2019-03-29"
"687","I Don't Care (with Justin Bieber)",99,"Ed Sheeran","Ed Sheeran feat. Justin Bieber","I Don't Care (with Justin Bieber)",35,"Colombia",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"2019-05-10"
"688","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",36,"Colombia",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"689","Déjate Querer",83,"Lalo Ebratt","Lalo Ebratt feat. Sebastian Yatra feat. Yera feat. Trapical Minds","Déjate Querer",37,"Colombia",0.755,0.792,6,-4.238,1,0.0484,0.028,0,0.0754,0.844,106.014,202824,4,"2019-02-28"
"690","Créeme",71,"Karol G","Karol G feat. Maluma","OCEAN",38,"Colombia",0.715,0.874,6,-3.576,1,0.0548,0.126,0.000162,0.105,0.652,96.995,214293,4,"2019-05-03"
"691","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",39,"Colombia",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"692","Ella Quiere Beber - Remix",85,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",40,"Colombia",0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,"2018-11-02"
"693","Déjame Ir",69,"Andrés Cepeda","Andrés Cepeda feat. Morat","Déjame Ir",41,"Colombia",0.3,0.783,2,-1.943,1,0.0421,0.394,0,0.111,0.34,158.822,232743,4,"2019-04-26"
"694","Qué Más Pues",75,"Sech","Sech feat. Justin Quiles","The Sensation",42,"Colombia",0.563,0.565,8,-5.514,0,0.376,0.065,0.000169,0.0855,0.818,169.841,203667,4,"2018-12-06"
"695","Cristina",73,"Sebastian Yatra","Sebastian Yatra","FANTASÍA",43,"Colombia",0.411,0.508,5,-4.342,1,0.0557,0.29,0,0.123,0.668,81.96,201627,3,"2019-04-12"
"696","Latina (feat. Maluma)",77,"Reykon","Reykon feat. Maluma","Latina (feat. Maluma)",44,"Colombia",0.826,0.713,9,-4.017,0,0.129,0.0748,0,0.331,0.75,102.071,226739,4,"2019-05-31"
"697","Miss Lonely - Dimelo Flow Remix",75,"Sech","Sech feat. Justin Quiles feat. De La Ghetto feat. Dimelo Flow","Sueños",45,"Colombia",0.669,0.711,0,-5.461,1,0.156,0.176,0,0.024,0.717,81.921,240366,4,"2019-04-19"
"698","Sígueme - Remix",63,"Feid","Feid feat. Sech","19",46,"Colombia",0.685,0.515,1,-5.662,0,0.241,0.62,6.44e-05,0.107,0.664,86.492,201813,4,"2019-05-17"
"699","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",47,"Colombia",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"700","MIA (feat. Drake)",87,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",48,"Colombia",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"701","Punto G",73,"Karol G","Karol G","OCEAN",49,"Colombia",0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"702","Tiene Novio",74,"Sech","Sech feat. Manuel Turizo","Sueños",50,"Colombia",0.711,0.716,5,-5.914,1,0.0424,0.146,4.05e-06,0.0542,0.842,92.996,220945,4,"2019-04-19"
"703","Otro Trago",96,"Sech","Sech feat. Darell","Sueños",1,"Chile",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"704","Callaita",92,"Bad Bunny","Bad Bunny feat. Tainy","Callaita",2,"Chile",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,"2019-05-31"
"705","Soltera - Remix",94,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",3,"Chile",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"706","No Me Conoce - Remix",78,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz",4,"Chile",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"707","Qué pasó?",46,"J.Beren","J.Beren feat. Nassim","Qué pasó?",5,"Chile",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"708","Don't Talk About Me",74,"Paloma Mami","Paloma Mami","Don't Talk About Me",6,"Chile",0.746,0.691,3,-3.992,0,0.0428,0.194,0,0.0582,0.506,88.013,197835,4,"2019-05-31"
"709","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",7,"Chile",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"710","Let's All Get Down",0,"Mr. White","Mr. White","Let's All Get Down",8,"Chile",0.756,0.911,7,-6.874,1,0.0935,0.00126,0.761,0.114,0.0622,122.973,173490,4,"2019-06-21"
"711","Pa Mí - Remix",90,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",9,"Chile",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"712","Me llama - DJ Nano Remix",48,"Beret","Beret feat. DJ Nano","Me llama EP",10,"Chile",0.766,0.745,3,-5.823,0,0.149,0.524,0,0.0877,0.856,94.988,205263,4,"2019-06-14"
"713","Up",24,"Nacho Fano","Nacho Fano feat. Censored","Up",11,"Chile",0.663,0.942,11,-6.008,0,0.0853,0.000735,0.192,0.306,0.482,125.994,221034,4,"2019-05-24"
"714","Tal Vez",79,"Paulo Londra","Paulo Londra","Homerun",12,"Chile",0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899,4,"2019-05-23"
"715","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",13,"Chile",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"716","Que Mas Pues - Remix",88,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",14,"Chile",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"717","Someone Else",42,"Mike Wit","Mike Wit feat. Carlota Mad","What The End of A Relationship Sounds Like",15,"Chile",0.609,0.734,5,-4.527,1,0.0419,0.522,4.46e-06,0.0721,0.572,109.925,218662,4,"2019-05-03"
"718","Fingías",80,"Paloma Mami","Paloma Mami","Fingías",16,"Chile",0.729,0.805,6,-3.83,1,0.184,0.19,0.225,0.0909,0.345,191.994,225373,4,"2019-03-22"
